0000010010120150410ACF2J15   20150415201405080000000020150415000000000000000000000002                    ACFJ15              BRBMEFACF0A0    12000000000000001NS02N000030000500003ACUCAR CRISTAL 
0000020010120150410ACF2M15   20150615201405080000000020150615000000000000000000000002                    ACFM15              BRBMEFACF0B8    12000000000000001NS02N000430006600043ACUCAR CRISTAL 
0000030010120150410ACF2U15   20150915201504010000000020150915000000000000000000000002                    ACFU15              BRBMEFACF0D4    12000000000000001NS02N001080015800107ACUCAR CRISTAL 
0000040010120150410ACF2Z15   20151215201504010000000020151215000000000000000000000002                    ACFZ15              BRBMEFACF0C6    12000000000000001NS02N001710024900169ACUCAR CRISTAL 
0000050010120150410ACF4MHI0CA20150615201412182014121920150615201506120000000000055002                    ACFM15C005500       BRBMEFCAC2R3M15 12000000000000001NS02N000430006600043ACUCAR CRISTAL 
0000060010120150410ACF4MHM0VA20150615201412182014121920150615201506120000000000055002                    ACFM15P005500       BRBMEFVAC2R0M15 12000000000000001NS02N000430006600043ACUCAR CRISTAL 
0000070010120150410AUD2K15   20150504201501300000000020150430000000000000000000000003                    AUDK15              BRBMEFAUD1M3    11000000000000001NN02N000140002400014REAL/USD AUST  
0000080010120150410AUD2M15   20150601201502250000000020150529000000000000000000000003                    AUDM15              BRBMEFAUD1N1    11000000000000001NN02N000340005200034REAL/USD AUST  
0000090010120150410AUD2N15   20150701201504010000000020150630000000000000000000000003                    AUDN15              BRBMEFAUD1O9    11000000000000001NN02N000550008200055REAL/USD AUST  
0000100010120150410BGI2J15   20150430201409260000000020150430000000000000000000000002                    BGIJ15              BRBMEFBGI3S8    12000000000000001NS02N000130002000013BOI GORDO R$   
0000110010120150410BGI2K15   20150529201405260000000020150529000000000000000000000002                    BGIK15              BRBMEFBGI3T6    12000000000000001NS02N000330004900033BOI GORDO R$   
0000120010120150410BGI2M15   20150630201502100000000020150630000000000000000000000002                    BGIM15              BRBMEFBGI3U4    12000000000000001NS02N000540008100054BOI GORDO R$   
0000130010120150410BGI2N15   20150731201501270000000020150731000000000000000000000002                    BGIN15              BRBMEFBGI3V2    12000000000000001NS02N000770011200076BOI GORDO R$   
0000140010120150410BGI2Q15   20150831201503120000000020150831000000000000000000000002                    BGIQ15              BRBMEFBGI3W0    12000000000000001NS02N000980014300097BOI GORDO R$   
0000150010120150410BGI2U15   20150930201410290000000020150930000000000000000000000002                    BGIU15              BRBMEFBGI3X8    12000000000000001NS02N001190017300118BOI GORDO R$   
0000160010120150410BGI2V15   20151030201409030000000020151030000000000000000000000002                    BGIV15              BRBMEFBGI3Y6    12000000000000001NS02N001400020300139BOI GORDO R$   
0000170010120150410BGI2X15   20151130201503100000000020151130000000000000000000000002                    BGIX15              BRBMEFBGI3Z3    12000000000000001NS02N001600023400158BOI GORDO R$   
0000180010120150410BGI4JHIBCA20150430201410092014101020150430201504290000000000135002                    BGIJ15C013500       BRBMEFCBJ549J15 12000000000000001NS02N000130002000013BOI GORDO R$   
0000190010120150410BGI4JHICCA20150430201411262014112720150430201504290000000000136002                    BGIJ15C013600       BRBMEFCBJ556J15 12000000000000001NS02N000130002000013BOI GORDO R$   
0000200010120150410BGI4JHIDCA20150430201411262014112720150430201504290000000000143002                    BGIJ15C014300       BRBMEFCBJ564J15 12000000000000001NS02N000130002000013BOI GORDO R$   
0000210010120150410BGI4JHIFCA20150430201412192014122220150430201504290000000000137002                    BGIJ15C013700       BRBMEFCBJ5B2J15 12000000000000001NS02N000130002000013BOI GORDO R$   
0000220010120150410BGI4JHIGCA20150430201412192014122220150430201504290000000000137502                    BGIJ15C013750       BRBMEFCBJ5D8J15 12000000000000001NS02N000130002000013BOI GORDO R$   
0000230010120150410BGI4JHIHCA20150430201412192014122220150430201504290000000000138002                    BGIJ15C013800       BRBMEFCBJ572J15 12000000000000001NS02N000130002000013BOI GORDO R$   
0000240010120150410BGI4JHIJCA20150430201412192014122220150430201504290000000000138502                    BGIJ15C013850       BRBMEFCBJ5L1J15 12000000000000001NS02N000130002000013BOI GORDO R$   
0000250010120150410BGI4JHIKCA20150430201412192014122220150430201504290000000000139002                    BGIJ15C013900       BRBMEFCBJ5H9J15 12000000000000001NS02N000130002000013BOI GORDO R$   
0000260010120150410BGI4JHILCA20150430201412192014122220150430201504290000000000139502                    BGIJ15C013950       BRBMEFCBJ5F3J15 12000000000000001NS02N000130002000013BOI GORDO R$   
0000270010120150410BGI4JHIMCA20150430201412192014122220150430201504290000000000140002                    BGIJ15C014000       BRBMEFCBJ598J15 12000000000000001NS02N000130002000013BOI GORDO R$   
0000280010120150410BGI4JHINCA20150430201412192014122220150430201504290000000000140502                    BGIJ15C014050       BRBMEFCBJ5J5J15 12000000000000001NS02N000130002000013BOI GORDO R$   
0000290010120150410BGI4JHIPCA20150430201412192014122220150430201504290000000000141002                    BGIJ15C014100       BRBMEFCBJ5C0J15 12000000000000001NS02N000130002000013BOI GORDO R$   
0000300010120150410BGI4JHIQCA20150430201412192014122220150430201504290000000000141502                    BGIJ15C014150       BRBMEFCBJ5E6J15 12000000000000001NS02N000130002000013BOI GORDO R$   
0000310010120150410BGI4JHIRCA20150430201412192014122220150430201504290000000000142002                    BGIJ15C014200       BRBMEFCBJ580J15 12000000000000001NS02N000130002000013BOI GORDO R$   
